figure,evidence_tier,dataset,model,metric,value,source,note
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R5 utility,mean_utility,1.393899508551309,results/v17/recipe5_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R5b balanced,mean_utility,2.694420565427347,results/v17/recipe5b_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R6 statistics,mean_utility,2.7515325566184785,results/v17/recipe6_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R6b policy,mean_utility,2.7452571581828837,results/v17/recipe6b_policy_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R7a burn-in,mean_utility,2.7643395555709196,results/v17/recipe7_conclusion.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R7b prefix,mean_utility,2.614135659490239,results/v17/recipe7_conclusion.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R8 two-stage,mean_utility,2.589995905181959,results/v18/recipe8_conclusion.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R5 utility,mean_pesq_delta,0.34171787273939963,results/v17/recipe5_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R5b balanced,mean_pesq_delta,0.3634676583333517,results/v17/recipe5b_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R6 statistics,mean_pesq_delta,0.375362078286415,results/v17/recipe6_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R6b policy,mean_pesq_delta,0.37441613329823015,results/v17/recipe6b_policy_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R7a burn-in,mean_pesq_delta,0.3753784548731015,results/v17/recipe7_conclusion.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R7b prefix,mean_pesq_delta,0.34881781689600444,results/v17/recipe7_conclusion.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R8 two-stage,mean_pesq_delta,0.34444291513044756,results/v18/recipe8_conclusion.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R5 utility,si_sdr_violation_rate,0.22413793103448276,results/v17/recipe5_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R5b balanced,si_sdr_violation_rate,0.08463949843260188,results/v17/recipe5b_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R6 statistics,si_sdr_violation_rate,0.07836990595611286,results/v17/recipe6_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R6b policy,si_sdr_violation_rate,0.07836990595611286,results/v17/recipe6b_policy_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R7a burn-in,si_sdr_violation_rate,0.0768025078369906,results/v17/recipe7_conclusion.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R7b prefix,si_sdr_violation_rate,0.048589341692789965,results/v17/recipe7_conclusion.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R8 two-stage,si_sdr_violation_rate,0.04231974921630094,results/v18/recipe8_conclusion.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R5 utility,stoi_violation_rate,0.3714733542319749,results/v17/recipe5_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R5b balanced,stoi_violation_rate,0.16300940438871472,results/v17/recipe5b_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R6 statistics,stoi_violation_rate,0.15517241379310345,results/v17/recipe6_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R6b policy,stoi_violation_rate,0.14890282131661442,results/v17/recipe6b_policy_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R7a burn-in,stoi_violation_rate,0.14733542319749215,results/v17/recipe7_conclusion.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R7b prefix,stoi_violation_rate,0.08620689655172414,results/v17/recipe7_conclusion.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R8 two-stage,stoi_violation_rate,0.0768025078369906,results/v18/recipe8_conclusion.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R5 utility,estoi_violation_rate,0.274294670846395,results/v17/recipe5_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R5b balanced,estoi_violation_rate,0.08620689655172414,results/v17/recipe5b_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R6 statistics,estoi_violation_rate,0.08307210031347963,results/v17/recipe6_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R6b policy,estoi_violation_rate,0.07993730407523511,results/v17/recipe6b_policy_selection/summary.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R7a burn-in,estoi_violation_rate,0.0768025078369906,results/v17/recipe7_conclusion.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R7b prefix,estoi_violation_rate,0.050156739811912224,results/v17/recipe7_conclusion.json,Development-only frozen recipe selection; not external or standard test.
06_controller_recipe_outcomes,training-domain calibration,Controller calibration set (638 items),R8 two-stage,estoi_violation_rate,0.047021943573667714,results/v18/recipe8_conclusion.json,Development-only frozen recipe selection; not external or standard test.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Residual Mamba fixed scale,enhanced_pesq,2.116085811726098,results/metrics/cnvqg_residual_mamba_fixed_scale_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Mamba 1m opt vq weight 050,enhanced_pesq,2.1695254685230627,results/metrics/cnvqg_mamba_1m_opt_vq_weight_050_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Mamba 1m opt vq codebook 64,enhanced_pesq,2.1735521002301894,results/metrics/cnvqg_mamba_1m_opt_vq_codebook_64_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Mamba 1m opt sched,enhanced_pesq,2.176485600691397,results/metrics/cnvqg_mamba_1m_opt_sched_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Mamba 1m opt mel 010 ft,enhanced_pesq,2.188660988529909,results/metrics/cnvqg_mamba_1m_opt_mel_010_ft_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Mamba 1m opt mel 020 ft,enhanced_pesq,2.1920178983975385,results/metrics/cnvqg_mamba_1m_opt_mel_020_ft_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Mamba 1m opt mel 020 metric 0003 ft,enhanced_pesq,2.1921117035219972,results/metrics/cnvqg_mamba_1m_opt_mel_020_metric_0003_ft_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Mamba 1m opt mel 020 metric 0005 ft,enhanced_pesq,2.196861183035721,results/metrics/cnvqg_mamba_1m_opt_mel_020_metric_0005_ft_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c magonly cont,enhanced_pesq,2.2548061587567467,results/metrics/cnvqg_hybrid_tf_phase4c_magonly_cont_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c metric0010 joint lr2e6,enhanced_pesq,2.2564769744583706,results/metrics/cnvqg_hybrid_tf_phase4c_metric0010_joint_lr2e6_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c magphase cont,enhanced_pesq,2.2578398865982168,results/metrics/cnvqg_hybrid_tf_phase4c_magphase_cont_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c magonly,enhanced_pesq,2.260691834595597,results/metrics/cnvqg_hybrid_tf_phase4c_magonly_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c magphase cont metric0010,enhanced_pesq,2.2616730929867734,results/metrics/cnvqg_hybrid_tf_phase4c_magphase_cont_metric0010_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c magphase,enhanced_pesq,2.2674647345415595,results/metrics/cnvqg_hybrid_tf_phase4c_magphase_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Streaming hybrid v3 teacher joint epoch10,enhanced_pesq,2.3028645389577718,results/metrics/streaming_hybrid_v3_teacher_joint_epoch10_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),NA-TF v4 baseline stage1 1iter,enhanced_pesq,2.6900454901375817,results/metrics/noise_adaptive_tf_mamba_v4_baseline_stage1_1iter_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),NA-TF v4 baseline stage2 2iter,enhanced_pesq,2.700718813295503,results/metrics/noise_adaptive_tf_mamba_v4_baseline_stage2_2iter_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),NA-TF v4 fixed2 extended control,enhanced_pesq,2.763851780625223,results/metrics/noise_adaptive_tf_mamba_v4_fixed2_extended_control_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
